INSTNM,CITY,STABBR,ZIP,INSTURL,CURROPER,CCBASIC,CCUGPROF,CCSIZSET,YEARS,HCM2,main,NUMBRANCH,PREDDEG,HIGHDEG,CONTROL,LATITUDE,LONGITUDE,ADM_RATE,first_gen,DISTANCEONLY,UGDS,UG,NPT4_ALL,NPT4_LOW,NPT4_MID,NPT4_HIGH,NPT4_PUB,NPT4_PRIV,NPT4_048_PUB,NPT4_048_PRIV,NPT4_3075_PUB,NPT4_3075_PRIV,NPT4_75UP_PUB,NPT4_75UP_PRIV,TUITIONFEE_IN,TUITIONFEE_OUT,TUITIONFEE_PROG,C150_4_POOLED,C150_L4_POOLED,RPY_3YR_RT,LO_INC_RPY_3YR_RT,MD_INC_RPY_3YR_RT,HI_INC_RPY_3YR_RT,DEBT_MDN,LO_INC_DEBT_MDN,MD_INC_DEBT_MDN,HI_INC_DEBT_MDN,GRAD_DEBT_MDN10YR,CUML_DEBT_P90,CUML_DEBT_P75,CUML_DEBT_P25,CUML_DEBT_P10,gt_25k_p6,mn_earn_wne_p6,md_earn_wne_p6,pct10_earn_wne_p6,pct25_earn_wne_p6,pct75_earn_wne_p6,pct90_earn_wne_p6,mn_earn_wne_inc1_p6,mn_earn_wne_inc2_p6,mn_earn_wne_inc3_p6,gt_25k_p10,count_nwne_p10,count_wne_p10,mn_earn_wne_p10,md_earn_wne_p10,pct10_earn_wne_p10,pct25_earn_wne_p10,pct75_earn_wne_p10,pct90_earn_wne_p10,mn_earn_wne_inc1_p10,mn_earn_wne_inc2_p10,mn_earn_wne_inc3_p10
ITT Technical Institute-Dunmore,Dunmore,PA,18512,www.itt-tech.edu,1,10,3,1,2,0,0,141,2,2,3,41.4153,-75.6155,0.8837,NULL,0,186,NULL,18691,16275,19459,23069,NULL,18691,NULL,16275,NULL,19459,NULL,23069,18048,18048,NULL,NULL,0.272720202,0.394119686,0.340619462,0.479123414,0.630099728,14656.5,13500,17000.5,16434,286.8048087,32162,25625,6334,3167,0.591855824,33700,30300,6400,16100,44700,64300,28200,37900,41000,0.714413047,551,3365,42300,38400,8900,22500,56000,77000,38100,45300,46100
ITT Technical Institute-Swartz Creek,Swartz Creek,MI,48473,www.itt-tech.edu,1,10,3,2,2,0,0,141,2,3,3,42.9657,-83.802,0.9831,NULL,0,402,NULL,24178,23688,24676,26994,NULL,24178,NULL,23688,NULL,24676,NULL,26994,18048,18048,NULL,0.337965505,NULL,0.394119686,0.340619462,0.479123414,0.630099728,14656.5,13500,17000.5,16434,286.8048087,32162,25625,6334,3167,0.591855824,33700,30300,6400,16100,44700,64300,28200,37900,41000,0.714413047,551,3365,42300,38400,8900,22500,56000,77000,38100,45300,46100
ITT Technical Institute-Lexington,Lexington,KY,40509,www.itt-tech.edu,1,14,3,2,2,0,0,141,2,3,3,38.0325,-84.4469,0.7558,NULL,0,242,NULL,23641,23246,24131,26844,NULL,23641,NULL,23246,NULL,24131,NULL,26844,18048,18048,NULL,0.242576923,NULL,0.394119686,0.340619462,0.479123414,0.630099728,14656.5,13500,17000.5,16434,286.8048087,32162,25625,6334,3167,0.591855824,33700,30300,6400,16100,44700,64300,28200,37900,41000,0.714413047,551,3365,42300,38400,8900,22500,56000,77000,38100,45300,46100
ITT Technical Institute-Maumee,Maumee,OH,43537,www.itt-tech.edu,1,10,3,2,2,0,0,141,2,3,3,41.6112,-83.6891,0.7615,NULL,0,219,NULL,23366,22883,24778,27523,NULL,23366,NULL,22883,NULL,24778,NULL,27523,18048,18048,NULL,0.224790698,NULL,0.394119686,0.340619462,0.479123414,0.630099728,14656.5,13500,17000.5,16434,286.8048087,32162,25625,6334,3167,0.591855824,33700,30300,6400,16100,44700,64300,28200,37900,41000,0.714413047,551,3365,42300,38400,8900,22500,56000,77000,38100,45300,46100
ITT Technical Institute-Oklahoma City,Oklahoma City,OK,73118,www.itt-tech.edu,1,14,3,1,2,0,0,141,2,3,3,35.5222,-97.5453,0.6635,NULL,0,408,NULL,23521,23048,25792,28238,NULL,23521,NULL,23048,NULL,25792,NULL,28238,18048,18048,NULL,0.273522222,NULL,0.394119686,0.340619462,0.479123414,0.630099728,14656.5,13500,17000.5,16434,286.8048087,32162,25625,6334,3167,0.591855824,33700,30300,6400,16100,44700,64300,28200,37900,41000,0.714413047,551,3365,42300,38400,8900,22500,56000,77000,38100,45300,46100
ITT Technical Institute-Tulsa,Tulsa,OK,74134,www.itt-tech.edu,1,14,3,1,2,0,0,141,2,3,3,36.0761,-95.8822,0.7523,NULL,0,519,NULL,22695,22335,24303,27803,NULL,22695,NULL,22335,NULL,24303,NULL,27803,18048,18048,NULL,0.20589902,NULL,0.394119686,0.340619462,0.479123414,0.630099728,14656.5,13500,17000.5,16434,286.8048087,32162,25625,6334,3167,0.591855824,33700,30300,6400,16100,44700,64300,28200,37900,41000,0.714413047,551,3365,42300,38400,8900,22500,56000,77000,38100,45300,46100
West Hills College-Lemoore,Lemoore,CA,93245,www.westhillscollege.com,1,2,1,3,2,0,1,1,2,2,1,36.2924,-119.8239,NULL,NULL,0,3799,NULL,6950,NULL,NULL,NULL,6950,NULL,6950,NULL,NULL,NULL,NULL,NULL,1380,9000,NULL,NULL,0.193188312,0.376237624,0.3125,NULL,NULL,7000,7000,6750,NULL,105.469475,19000,13000,4244,2750,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Stautzenberger College-Brecksville,Brecksville,OH,44141,www.LearnWhatYouLove.com,1,10,2,1,2,0,0,3,2,2,3,41.2888,-81.6432,NULL,NULL,0,317,NULL,20098,19408,20705,23041,NULL,20098,NULL,19408,NULL,20705,NULL,23041,10494,10494,NULL,NULL,0.33335,0.482605477,0.430687831,0.578231293,NULL,14250,13380,16640,15500,222.041,33415,23127,6455,3167,0.395669281,22700,21500,4700,12400,30200,38600,19600,27400,24400,0.583180964,111,547,33300,29700,6200,15700,43700,64000,29900,34600,39000
Westwood College-Annandale,Annandale,VA,22003,www.westwood.edu,1,23,6,6,4,0,0,3,3,3,3,38.8321,-77.2098,NULL,NULL,0,348,NULL,27104,27104,28766,NULL,NULL,27104,NULL,27104,NULL,28766,NULL,NULL,14704,14704,NULL,0.452049315,NULL,0.310542797,0.288461538,0.33615222,0.426573427,22967.5,20711.5,25358,NULL,432.0140717,56766,43952,9500,4179,0.541284382,28400,26300,5100,13500,38400,55800,27100,30000,30700,0.6875,14,64,38700,34200,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Miller-Motte Technical College-Madison,Madison,TN,37115,miller-motte.edu,1,10,4,1,2,0,0,8,1,2,3,36.2882,-86.7047,NULL,NULL,0,425,NULL,20881,20881,25579,NULL,NULL,20881,NULL,20881,NULL,25579,NULL,NULL,10800,10800,NULL,NULL,0.608655435,0.400491865,0.367388022,0.478591817,0.612765957,9501,9500,12667,12749,245.2553866,30324.5,21138,6334,3167,0.352101803,21100,19000,3600,9500,29100,39800,19400,25000,23900,0.453061223,356,1225,26400,22800,4000,11200,36400,52900,22700,32600,30200
Rasmussen College-Illinois,Rockford,IL,61108-2513,rasmussen.edu,1,10,3,2,2,0,0,23,2,3,3,42.2676,-88.9989,0.7676,NULL,0,1791,NULL,18572,18201,19576,23827,NULL,18572,NULL,18201,NULL,19576,NULL,23827,10764,10764,NULL,0.181795455,NULL,0.441587366,0.369300762,0.559563758,0.721311475,12667,11241,16384,13517.5,257.6008662,34962,24057,5078,2634,0.538327515,28200,27100,7200,15800,37600,48700,23800,30900,33200,0.648000002,80,750,33900,31300,8300,18900,45100,58200,30200,35900,37000
Argosy University-Denver,Denver,CO,80231,www.argosy.edu/denver/,1,21,6,6,4,0,0,28,3,4,3,39.6572,-104.9006,NULL,NULL,0,151,NULL,17815,17815,17815,NULL,NULL,17815,NULL,17815,NULL,17815,NULL,NULL,13663,13663,NULL,0.625,NULL,0.370393247,0.299601711,0.486633439,NULL,9500,8732.5,9500,9500,159.0146622,30774,16641,4750,2167,0.698424041,37100,33800,7900,21700,48800,65300,33100,37900,42000,0.722705305,158,1035,41800,38200,8900,23100,56100,75000,39700,42200,44600
College America-Colorado Springs,Colorado Springs,CO,80909,www.collegeamerica.edu/,1,23,9,6,4,0,0,5,2,3,2,38.8409,-104.7602,NULL,NULL,0,322,NULL,22877,22877,23573,NULL,NULL,22877,NULL,22877,NULL,23573,NULL,NULL,17211,17211,NULL,0.52822973,NULL,0.253311258,0.227880658,NULL,NULL,20000,19136,24272,NULL,302.6141279,41456,27770,8867,4750,0.389140278,22000,20700,3200,10400,30100,40500,19200,27300,26200,0.582508266,160,606,32000,28800,4700,15300,44200,61000,28000,36300,NULL
The Robert B Miller College,Battle Creek,MI,49017,www.millercollege.edu,1,22,5,6,4,0,1,1,3,3,2,42.3332,-85.1789,NULL,NULL,0,275,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.739837398,0.677419355,NULL,NULL,14931.5,13306,17963,NULL,279.3775372,34117,25000,6774,4500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
University of South Florida-St Petersburg,St. Petersburg,FL,33701-9807,www.usfsp.edu,1,19,7,9,4,0,0,3,3,4,1,27.7626,-82.6357,0.4401,NULL,0,3955,NULL,12223,NULL,NULL,NULL,12223,NULL,9337,NULL,11911,NULL,16930,NULL,5820,16736,NULL,0.373480924,NULL,0.789967064,0.754042873,0.803138024,0.85044738,16954,16958,17765,16000,219.0989568,37441,28082,7750,3750,0.663449168,35100,33000,9900,20300,45000,61600,34500,35500,35600,0.772431552,990,7378,46200,41700,12200,26900,58300,81300,44300,46300,49000
Triangle Tech Inc-Bethlehem,Bethlehem,PA,18017,www.triangle-tech.edu,1,10,4,1,2,0,0,2,2,2,3,40.6543,-75.4292,NULL,NULL,0,133,NULL,18940,17174,17793,23583,NULL,18940,NULL,17174,NULL,17793,NULL,23583,16733,16733,NULL,NULL,0.676700752,0.79950495,0.690217391,NULL,NULL,12000,15053,12000,NULL,163.7552375,20000,17750,11000,5000,0.706451595,39000,36800,10400,23600,52400,70300,32300,41900,42000,0.696428597,34,224,38300,37700,7200,19600,53000,69800,NULL,NULL,NULL
Pima Medical Institute-Renton,Renton,WA,98057,pmi.edu,1,10,4,2,2,0,0,11,1,2,3,47.469,-122.2114,NULL,NULL,0,889,NULL,20981,20918,21376,22708,NULL,20981,NULL,20918,NULL,21376,NULL,22708,NULL,NULL,11830,NULL,0.668852186,0.614709852,0.564265354,0.682943371,0.777584709,8708,8708,9497,9500,105.4472709,27016,11208,5500,3166,0.512696266,26900,25500,4600,13200,35800,50600,24000,31000,32600,0.561912894,1041,3513,29200,27600,4300,14300,39100,53300,26500,33300,36300
College of Business and Technology-Flagler,Miami,FL,33144,www.cbt.edu,1,10,4,1,2,0,0,5,1,2,3,25.7691,-80.3292,NULL,NULL,0,323,NULL,15512,15512,15512,NULL,NULL,15512,NULL,15512,NULL,15512,NULL,NULL,17440,17440,NULL,NULL,0.824682468,0.637647059,0.630397237,NULL,NULL,8930,8700,9500,NULL,105.3029443,24760,18250,7500,4450,0.361111104,21300,17600,4800,9100,29500,39800,NULL,NULL,NULL,0.473429948,74,207,26500,23100,4800,11000,36600,49500,NULL,NULL,NULL
College of Business and Technology-Hialeah,Hialeah,FL,33012,www.cbt.edu,1,10,4,1,2,0,0,5,1,2,3,25.867,-80.3022,NULL,NULL,0,178,NULL,15602,15602,16348,NULL,NULL,15602,NULL,15602,NULL,16348,NULL,NULL,13664,13664,NULL,NULL,0.83934482,0.637647059,0.630397237,NULL,NULL,8930,8700,9500,NULL,105.3029443,24760,18250,7500,4450,0.361111104,21300,17600,4800,9100,29500,39800,NULL,NULL,NULL,0.473429948,74,207,26500,23100,4800,11000,36600,49500,NULL,NULL,NULL
Miller-Motte College-Cary,Cary,NC,27518-7171,www.miller-motte.edu,1,10,2,1,2,0,0,7,1,2,3,35.7551,-78.7407,NULL,NULL,0,320,NULL,20476,20476,24929,NULL,NULL,20476,NULL,20476,NULL,24929,NULL,NULL,10659,10659,NULL,NULL,0.526319298,0.358752166,0.305765871,0.474613687,NULL,10935.5,10655,12808,10757,222.041,29000,21310,6334,3167,0.413631022,22800,21700,4600,12300,32200,40100,20700,26600,26200,0.392857134,53,196,21200,21000,3700,9600,29300,36500,NULL,NULL,NULL
Miami-Jacobs Career College-Springboro,Springboro,OH,45066,www.miamijacobs.edu,1,10,4,1,2,0,0,15,2,2,3,39.5608,-84.2532,NULL,NULL,0,222,NULL,22903,22903,26887,NULL,NULL,22903,NULL,22903,NULL,26887,NULL,NULL,12024,12024,NULL,NULL,0.450941176,0.507346046,0.444847935,0.636919315,NULL,11977,10996,14523.5,14054,219.9427126,28890,21000,6333,3167,0.335714281,20700,18700,3400,9900,28900,38700,NULL,NULL,NULL,0.59308511,90,376,36600,31500,6000,16000,52900,74000,NULL,NULL,NULL
Daymar College-Madisonville,Madisonville,KY,42431,www.daymarcollege.edu,1,10,3,1,2,0,0,6,2,2,3,37.3538,-87.4882,NULL,NULL,0,33,NULL,18000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18000,18000,NULL,NULL,0.362764706,0.265269245,0.231648352,0.396508728,NULL,13736.5,13070,16722.5,15000,261.5976042,30500,23839,6201.5,2959,0.280504912,18500,16600,2300,7300,26300,35400,NULL,NULL,NULL,0.426273465,137,373,25600,22100,3500,11300,35300,49200,NULL,NULL,NULL
American Public University System,Charles Town,WV,25414,www.apus.edu,1,18,5,15,4,0,1,1,3,4,3,39.2884,-77.8598,NULL,NULL,1,42460,NULL,9095,9017,9586,14185,NULL,9095,NULL,9017,NULL,9586,NULL,14185,6400,6400,NULL,0.314311429,NULL,0.596199525,0.504733056,0.701754386,0.771618625,3544,3039,7832,11654,192.1875876,18075,8246,2004,1533,0.822085917,62500,54400,7800,33900,79900,115600,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Huntsville Bible College,Huntsville,AL,35811-1632,www.hbc1.edu,1,13,1,1,2,0,1,1,2,3,2,34.7504,-86.5949,NULL,NULL,0,25,NULL,10708,10708,NULL,NULL,NULL,10708,NULL,10708,NULL,NULL,NULL,NULL,3720,3720,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Louisiana Culinary Institute,Baton Rouge,LA,70816,www.lci.edu,1,10,4,1,2,0,1,1,2,2,3,30.411,-91.0662,0.7451,NULL,0,195,NULL,20144,19897,21062,25225,NULL,20144,NULL,19897,NULL,21062,NULL,25225,14575,14575,NULL,NULL,0.499982558,0.591836735,0.480769231,NULL,NULL,12656.5,15343,12000,NULL,177.6328,20000,20000,9500,4750,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
University of the West,Rosemead,CA,91770,www.uwest.edu,1,22,5,7,4,0,1,1,3,4,2,34.046,-118.083,NULL,NULL,0,86,NULL,8270,6400,16482,14082,NULL,8270,NULL,6400,NULL,16482,NULL,14082,9486,9486,NULL,0.461530769,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
South University-Tampa,Tampa,FL,33614-7095,www.southuniversity.edu,1,22,8,6,4,0,0,16,3,4,3,27.9823,-82.5004,0.6327,NULL,0,654,NULL,22730,22079,22989,28639,NULL,22730,NULL,22079,NULL,22989,NULL,28639,16360,16360,NULL,0.031275,NULL,0.349280501,0.297383876,0.433681893,0.608558842,9500,8666.5,10377,12160,301.6093924,33447,19713,4750,2334,0.606406331,38200,31600,7600,17500,53500,74600,26600,40900,60700,0.607204139,266,1166,35500,29800,7100,16600,45900,67200,30200,41900,45300
Averett University-Non-Traditional Programs,Danville,VA,24541,www.averett.edu/adultprograms/index.php,1,18,5,6,4,0,1,1,3,4,2,36.5773,-79.4132,NULL,NULL,0,790,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.728456914,0.619834711,NULL,NULL,19298,18250,19166.5,NULL,288.6533,40100,29595,8300,4750,0.703496516,39200,35600,12200,22500,50900,72300,29700,39800,44600,0.800273597,85,731,48300,42300,13300,29100,62900,87000,38900,47700,54700
Miami-Jacobs Career College-Troy,Troy,OH,45373,www.miamijacobs.edu,1,10,4,1,2,0,0,15,2,2,3,40.029,-84.2261,NULL,NULL,0,277,NULL,22998,22998,26693,NULL,NULL,22998,NULL,22998,NULL,26693,NULL,NULL,12024,12024,NULL,NULL,0.419329839,0.507346046,0.444847935,0.636919315,NULL,11977,10996,14523.5,14054,219.9427126,28890,21000,6333,3167,0.335714281,20700,18700,3400,9900,28900,38700,NULL,NULL,NULL,0.59308511,90,376,36600,31500,6000,16000,52900,74000,NULL,NULL,NULL
Blue Cliff College-Houma,Houma,LA,70360,bluecliffcollege.com/,1,10,4,1,2,0,0,8,1,1,3,29.5916,-90.7185,NULL,NULL,0,167,NULL,19096,18469,24269,24669,NULL,19096,NULL,18469,NULL,24269,NULL,24669,16185,16185,NULL,NULL,0.962357367,0.338,0.311827957,0.426086957,0.583333333,8250,8265,9500,6290,105.469475,12965,10094,3248,2030,0.377926409,22500,19900,3900,11900,30700,42700,NULL,NULL,NULL,0.506849289,31,146,30100,25400,4100,10900,40600,57800,NULL,NULL,NULL
Fortis College-Columbus,Westerville,OH,43081,www.fortiscollege.edu,1,10,3,1,2,0,0,5,1,2,3,40.0831,-82.9002,NULL,NULL,0,628,NULL,17667,17315,17903,22087,NULL,17667,NULL,17315,NULL,17903,NULL,22087,13489,13489,NULL,NULL,0.651905767,0.455983954,0.41970473,0.525515744,NULL,9866.5,9500,11884,11685.5,142.8611794,23000,15042,6334,3167,0.459480137,23600,23200,4400,11800,32700,42900,21600,27500,29000,0.549534321,300,1181,28000,27500,6400,14900,37500,48600,25900,32600,32900
Fortis College-Cincinnati,Cincinnati,OH,45246,www.fortiscollege.edu,1,10,4,2,2,0,0,5,1,2,3,39.2833,-84.445,NULL,NULL,0,501,NULL,26916,26189,28122,NULL,NULL,26916,NULL,26189,NULL,28122,NULL,NULL,21661,21661,NULL,NULL,0.614443743,0.455983954,0.41970473,0.525515744,NULL,9866.5,9500,11884,11685.5,142.8611794,23000,15042,6334,3167,0.459480137,23600,23200,4400,11800,32700,42900,21600,27500,29000,0.549534321,300,1181,28000,27500,6400,14900,37500,48600,25900,32600,32900
The Art Institute of Charleston,Charleston,SC,29401,www.artinstitutes.edu/charleston,1,14,3,2,2,0,0,6,3,3,3,32.7814,-79.927,NULL,NULL,0,643,NULL,27127,26197,28239,30877,NULL,27127,NULL,26197,NULL,28239,NULL,30877,17596,17596,NULL,0.3077,NULL,0.46834572,0.399444865,0.494929986,NULL,12161,11084,13000,14184,330.5191306,40472,24666,6334,3167,0.452162504,26800,22600,4900,12400,36200,50800,24900,29400,26400,0.608716249,424,2111,35700,31600,6600,16000,48000,67200,30900,36100,40800
Blue Cliff College-Alexandria,Alexandria,LA,71301,bluecliffcollege.com,1,10,4,1,2,0,0,8,1,1,3,31.2757,-92.4766,NULL,NULL,0,231,NULL,20632,20489,24451,NULL,NULL,20632,NULL,20489,NULL,24451,NULL,NULL,15345,15345,NULL,NULL,0.598696529,0.338,0.311827957,0.426086957,0.583333333,8250,8265,9500,6290,105.469475,12965,10094,3248,2030,0.315789461,20900,19200,2700,9600,27800,37100,NULL,NULL,NULL,0.473684222,19,95,26400,24000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Virginia College-Biloxi,Biloxi,MS,39532,www.vc.edu/college/biloxi-colleges-mississippi.cfm,1,10,3,1,2,0,0,31,1,2,3,30.4442,-88.9323,NULL,NULL,0,470,NULL,18134,17942,19210,21900,NULL,18134,NULL,17942,NULL,19210,NULL,21900,13240,13240,NULL,NULL,0.164857143,0.256332599,0.225244651,0.350155548,NULL,12380.5,12054,14737,12000,210.93895,28444,20000,5735,3101,0.389043003,22900,20400,4200,11200,31200,42700,20100,28900,31600,0.534147859,836,3192,30500,26400,5900,14700,40400,58300,26500,36900,40700
ITT Technical Institute-St Petersburg,St. Petersburg,FL,33702,www.itt-tech.edu,1,14,6,6,4,0,0,141,2,3,3,27.8598,-82.6462,0.6494,NULL,0,230,NULL,23590,23251,26152,NULL,NULL,23590,NULL,23251,NULL,26152,NULL,NULL,18048,18048,NULL,0.3529,NULL,0.394119686,0.340619462,0.479123414,0.630099728,14656.5,13500,17000.5,16434,286.8048087,32162,25625,6334,3167,0.591855824,33700,30300,6400,16100,44700,64300,28200,37900,41000,0.714413047,551,3365,42300,38400,8900,22500,56000,77000,38100,45300,46100
ITT Technical Institute-Baton Rouge,Baton Rouge,LA,70817,www.itt-tech.edu,1,14,4,1,2,0,0,141,2,3,3,30.3659,-91.0248,0.9588,NULL,0,656,NULL,22525,22054,23255,25584,NULL,22525,NULL,22054,NULL,23255,NULL,25584,18048,18048,NULL,0.1,NULL,0.394119686,0.340619462,0.479123414,0.630099728,14656.5,13500,17000.5,16434,286.8048087,32162,25625,6334,3167,0.591855824,33700,30300,6400,16100,44700,64300,28200,37900,41000,0.714413047,551,3365,42300,38400,8900,22500,56000,77000,38100,45300,46100
ITT Technical Institute-Columbia,Columbia,SC,29210,www.itt-tech.edu,1,14,3,1,2,0,0,141,2,3,3,34.0336,-81.1067,0.9478,NULL,0,357,NULL,24597,24244,24140,25994,NULL,24597,NULL,24244,NULL,24140,NULL,25994,18048,18048,NULL,0.1552,NULL,0.394119686,0.340619462,0.479123414,0.630099728,14656.5,13500,17000.5,16434,286.8048087,32162,25625,6334,3167,0.591855824,33700,30300,6400,16100,44700,64300,28200,37900,41000,0.714413047,551,3365,42300,38400,8900,22500,56000,77000,38100,45300,46100
ITT Technical Institute-Wichita,Wichita,KS,67226,www.itt-tech.edu,1,14,9,6,4,0,0,141,2,3,3,37.7423,-97.2431,0.8131,NULL,0,303,NULL,24731,24476,25881,NULL,NULL,24731,NULL,24476,NULL,25881,NULL,NULL,18048,18048,NULL,0.6,NULL,0.394119686,0.340619462,0.479123414,0.630099728,14656.5,13500,17000.5,16434,286.8048087,32162,25625,6334,3167,0.591855824,33700,30300,6400,16100,44700,64300,28200,37900,41000,0.714413047,551,3365,42300,38400,8900,22500,56000,77000,38100,45300,46100
ITT Technical Institute-Atlanta,Atlanta,GA,30349,www.itt-tech.edu,1,14,9,6,4,0,0,141,2,3,3,33.6124,-84.4053,0.8254,NULL,0,483,NULL,23872,23873,24013,NULL,NULL,23872,NULL,23873,NULL,24013,NULL,NULL,18048,18048,NULL,0.1,NULL,0.394119686,0.340619462,0.479123414,0.630099728,14656.5,13500,17000.5,16434,286.8048087,32162,25625,6334,3167,0.591855824,33700,30300,6400,16100,44700,64300,28200,37900,41000,0.714413047,551,3365,42300,38400,8900,22500,56000,77000,38100,45300,46100
ITT Technical Institute-Mobile,Mobile,AL,36606,www.itt-tech.edu,1,14,9,6,4,0,0,141,2,3,3,30.668,-88.1197,0.8134,NULL,0,690,NULL,23280,22996,25288,25580,NULL,23280,NULL,22996,NULL,25288,NULL,25580,18048,18048,NULL,0.2857,NULL,0.394119686,0.340619462,0.479123414,0.630099728,14656.5,13500,17000.5,16434,286.8048087,32162,25625,6334,3167,0.591855824,33700,30300,6400,16100,44700,64300,28200,37900,41000,0.714413047,551,3365,42300,38400,8900,22500,56000,77000,38100,45300,46100
ITT Technical Institute-Chattanooga,Chattanooga,TN,37411,www.itt-tech.edu,1,14,9,6,4,0,0,141,2,2,3,35.0099,-85.2157,0.9432,NULL,0,206,NULL,23509,22876,26684,NULL,NULL,23509,NULL,22876,NULL,26684,NULL,NULL,18048,18048,NULL,NULL,NULL,0.394119686,0.340619462,0.479123414,0.630099728,14656.5,13500,17000.5,16434,286.8048087,32162,25625,6334,3167,0.591855824,33700,30300,6400,16100,44700,64300,28200,37900,41000,0.714413047,551,3365,42300,38400,8900,22500,56000,77000,38100,45300,46100
ITT Technical Institute-South Bend,South Bend,IN,46635,www.itt-tech.edu,1,14,9,6,4,0,0,141,2,3,3,41.7116,-86.2039,0.7039,NULL,0,330,NULL,23395,23091,25109,27932,NULL,23395,NULL,23091,NULL,25109,NULL,27932,18048,18048,NULL,NULL,NULL,0.394119686,0.340619462,0.479123414,0.630099728,14656.5,13500,17000.5,16434,286.8048087,32162,25625,6334,3167,0.591855824,33700,30300,6400,16100,44700,64300,28200,37900,41000,0.714413047,551,3365,42300,38400,8900,22500,56000,77000,38100,45300,46100
Virginia College-School of Business and Health-Chattanooga,Chattanooga,TN,37411,www.vc.edu/college/chattanooga-colleges-tennessee.cfm,1,14,3,1,2,0,0,31,1,2,3,35.0073,-85.2105,NULL,NULL,0,410,NULL,17615,17574,17919,NULL,NULL,17615,NULL,17574,NULL,17919,NULL,NULL,17188,17188,NULL,NULL,NULL,0.256332599,0.225244651,0.350155548,NULL,12380.5,12054,14737,12000,210.93895,28444,20000,5735,3101,0.389043003,22900,20400,4200,11200,31200,42700,20100,28900,31600,0.534147859,836,3192,30500,26400,5900,14700,40400,58300,26500,36900,40700
Clary Sage College,Tulsa,OK,74145,www.clarysagecollege.com,1,10,4,1,2,0,0,3,1,2,3,36.1171,-95.9038,NULL,NULL,0,312,NULL,18249,18138,19686,NULL,NULL,18249,NULL,18138,NULL,19686,NULL,NULL,NULL,NULL,21645,NULL,0.695173705,0.485061511,0.439490446,0.585915493,0.708333333,10003,9565,10977.5,NULL,128.8836985,18966,14343,6525,4500,0.316804409,19400,18500,2400,7900,27400,36100,NULL,NULL,NULL,0.458333343,57,168,23700,24100,3700,11100,31500,41300,NULL,NULL,NULL
Broadview University-Layton,Layton,UT,84041,www.broadviewuniversity.edu/,1,14,1,1,2,0,0,5,2,3,3,41.0687,-111.9816,NULL,NULL,0,155,NULL,21378,20941,21043,22907,NULL,21378,NULL,20941,NULL,21043,NULL,22907,13500,13500,NULL,0.2857,NULL,0.546047861,0.489544895,0.581176471,NULL,15625,13000,17200,17251,349.7367791,43019,30617,5250,3167,0.490090102,26500,24200,4700,13000,34300,50000,23300,30600,30400,0.586666644,57,225,31200,27900,7600,16300,42200,56500,NULL,NULL,NULL
International Academy of Design and Technology-Sacramento,Sacramento,CA,95834,www.iadtsacramento.com,1,14,3,2,2,0,0,8,3,3,3,38.6554,-121.5208,NULL,NULL,0,194,NULL,18202,16734,18052,23090,NULL,18202,NULL,16734,NULL,18052,NULL,23090,15508,15508,NULL,0.1707,NULL,0.388268499,0.329308031,0.450575816,NULL,15042,15042,20000,20000,326.1227188,54500,36152,7586,3167,0.466301501,25700,23600,5000,12700,34800,46500,23500,27100,27900,0.556006968,412,1723,31100,27800,5100,15000,41900,56000,28800,32200,34200
