INSTNM,CITY,STABBR,INSTURL,HCM2,main,NUMBRANCH,PREDDEG,HIGHDEG,CONTROL,LATITUDE,LONGITUDE,ADM_RATE,first_gen,DISTANCEONLY,UGDS,UG,NPT4_PUB,NPT4_PRIV,NPT4_048_PUB,NPT4_048_PRIV,NPT4_3075_PUB,NPT4_3075_PRIV,NPT4_75UP_PUB,NPT4_75UP_PRIV,TUITIONFEE_IN,TUITIONFEE_OUT,TUITIONFEE_PROG,C150_4_POOLED,C150_L4_POOLED,RPY_3YR_RT,LO_INC_RPY_3YR_RT,MD_INC_RPY_3YR_RT,HI_INC_RPY_3YR_RT,DEBT_MDN,LO_INC_DEBT_MDN,MD_INC_DEBT_MDN,HI_INC_DEBT_MDN,GRAD_DEBT_MDN10YR,CUML_DEBT_P90,CUML_DEBT_P75,CUML_DEBT_P25,CUML_DEBT_P10,gt_25k_p10,count_nwne_p10,count_wne_p10,mn_earn_wne_p10,md_earn_wne_p10,pct10_earn_wne_p10,pct25_earn_wne_p10,pct75_earn_wne_p10,pct90_earn_wne_p10,mn_earn_wne_inc1_p10,mn_earn_wne_inc2_p10,mn_earn_wne_inc3_p10,CURROPER
Florida Gateway College,Lake City,FL,https://www.fgc.edu/,0,1,1,2,2,1,30.1743,-82.5697,NULL,0.529999971,0,2234,2143,4571,NULL,4218,NULL,5203,NULL,6601,NULL,3100,11747,NULL,0.383374678,NULL,0.608602151,0.600694444,0.614814815,PrivacySuppressed,3730,3750,4290,3500,49.959225,11375,7000,2278,1485,0.603021979,174,728,33800,30200,6000,15900,45800,64700,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1
Lake Technical Center,Eustis,FL,www.laketech.org,0,1,1,1,1,1,28.8334,-81.6909,NULL,0.649999976,0,637,669,8427,NULL,8427,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4441,NULL,0.545570933,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.490196079,50,153,30300,24100,7300,13700,44000,59800,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1
Lake-Sumter State College,Leesburg,FL,www.lssc.edu,0,1,1,2,2,1,28.8302,-81.7977,NULL,0.529999971,0,3510,2751,3886,NULL,3510,NULL,4601,NULL,7592,NULL,3172,13276,NULL,0.346806734,NULL,0.655518395,0.569343066,PrivacySuppressed,PrivacySuppressed,3868.5,4500,3750,PrivacySuppressed,70.77556875,14625,8302,2250,1750,0.588034213,137,585,33300,30400,6400,15400,43800,63000,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1
Fort Myers Institute of Technology,Fort Myers,FL,www.fortmyerstech.edu,0,1,1,1,1,1,26.6486,-81.833,NULL,0.649999976,0,705,874,6498,NULL,6433,NULL,6629,NULL,NULL,NULL,NULL,NULL,4509,NULL,0.596977778,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.563909769,40,133,30000,28300,4600,12800,40300,60500,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1
Lively Technical Center,Tallahassee,FL,www.livelytech.com,0,1,1,1,1,1,30.4485,-84.3391,NULL,0.519999981,0,1017,1010,12901,NULL,12840,NULL,13058,NULL,NULL,NULL,NULL,NULL,6206,NULL,0.343260911,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.445454538,93,220,24700,22900,3700,11200,34800,44800,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1
Lindsey Hopkins Technical Education Center,Miami,FL,lindsey.dadeschools.net,0,1,1,1,1,1,25.7947,-80.2082,NULL,0.649999976,0,890,275,6990,NULL,6990,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4411,NULL,0.243301667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.551020384,23,147,31400,27900,3900,13900,42900,58800,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1
Loraines Academy Inc,Saint Petersburg,FL,www.lorainesacademy.edu/,0,1,1,1,1,3,27.7813,-82.7112,NULL,0.529999971,0,209,142,NULL,19036,NULL,18911,NULL,19409,NULL,NULL,NULL,NULL,15650,NULL,0.353614634,0.336134454,0.302439024,PrivacySuppressed,PrivacySuppressed,6333,6333,PrivacySuppressed,PrivacySuppressed,70.30928265,13000,9500,4750,2333,0.346774191,47,124,21000,15600,4000,8500,28800,41100,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1
Luther Rice University & Seminary,Lithonia,GA,www.LRU.edu,0,1,1,3,4,2,33.698,-84.1236,NULL,0.529999971,0,510,655,NULL,19921,NULL,17146,NULL,22696,NULL,NULL,5832,5832,NULL,0.1249975,NULL,0.682170543,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,16668,14897.5,18750,19734,259.3549901,43785,32584,8335,3627,0.680000007,13,50,40100,38600,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1
State College of Florida-Manatee-Sarasota,Bradenton,FL,www.scf.edu,0,1,1,2,3,1,27.4361,-82.5917,NULL,0.469999999,0,9421,7834,10219,NULL,10191,NULL,11280,NULL,15137,NULL,3074,11597,NULL,0.333048586,NULL,0.477717391,0.41754534,0.581395349,0.621794872,6548.5,7000,6060,5602,108.2449875,28018,14250,3500,1750,0.580394208,473,1928,33500,29600,5900,15600,45500,65500,30800,36800,42300,1
Manatee Technical Institute,Bradenton,FL,manateetech.edu/,0,1,1,1,1,1,27.4436,-82.5934,NULL,0.540000021,0,1252,2721,3640,NULL,3640,NULL,4529,NULL,NULL,NULL,NULL,NULL,3950,NULL,0.842653137,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.534136534,63,249,29600,27100,4600,14900,42300,56200,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1
Traviss Career Center,Lakeland,FL,www.traviss.edu,0,1,1,1,1,1,27.9958,-81.8935,NULL,0.550000012,0,446,4380,6805,NULL,6805,NULL,NULL,NULL,NULL,NULL,3251,11805,NULL,NULL,0.756854281,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.559748411,42,159,30900,27300,4700,13300,41700,59000,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1
Trinity International University-Florida,Davie,FL,www.florida.tiu.edu,0,0,3,3,4,2,26.0997,-80.2572,NULL,0.379999995,0,257,246,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.766759777,0.686346863,PrivacySuppressed,PrivacySuppressed,20422,17826,22526.5,PrivacySuppressed,310.862951,44376,31000,8750,4000,0.732718885,113,651,43200,38200,8800,22900,56700,76100,41700,41900,45300,1
Miami Lakes Educational Center,Miami Lakes,FL,mlec.dadeschools.net,0,1,1,1,1,1,25.9161,-80.2951,NULL,0.600000024,0,1158,1098,9011,NULL,8895,NULL,9469,NULL,NULL,NULL,NULL,NULL,3935,NULL,0.124627243,0.583333333,PrivacySuppressed,PrivacySuppressed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.617647052,55,238,32900,31700,8300,17600,46700,58000,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1
Miami Dade College,Miami,FL,www.mdc.edu/main/,0,1,1,2,3,1,25.7777,-80.1909,NULL,0.5,0,61684,46834,14614,NULL,14449,NULL,15441,NULL,18946,NULL,3426,11955,NULL,0.312900546,NULL,0.684167125,0.671471927,0.732375979,0.684210526,8000,9000,6500,5500,105.469475,22826,14402,4500,2750,0.607697308,4266,20033,34700,30500,7900,16700,46100,65800,33300,38700,45300,1
University of Miami,Coral Gables,FL,www.miami.edu/,0,1,1,3,4,2,25.7204,-80.2765,0.4044,0.230000004,0,11246,8955,NULL,30394,NULL,21802,NULL,26436,NULL,37371,42852,42852,NULL,0.811102237,NULL,0.896731055,PrivacySuppressed,0.904645477,PrivacySuppressed,18750,18750,20000,18187,235.9185625,33500,27000,10000,5500,0.811754704,303,2348,64000,52400,12300,31400,77800,112900,71200,61000,61300,1
Mid Florida Tech,Orlando,FL,www.ocpstechcenters.net/MidFloridaTech,0,1,1,1,1,1,28.4717,-81.416,NULL,0.639999986,0,1460,1927,11260,NULL,11176,NULL,12088,NULL,NULL,NULL,NULL,NULL,5387,NULL,0.31173017,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.49006623,64,151,27500,24400,4700,11900,36200,51200,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1
Beauty Schools of America-Miami,Miami,FL,www.bsa.edu/,0,0,5,1,1,3,25.7607,-80.3038,NULL,0.569999993,0,631,915,NULL,18224,NULL,18209,NULL,18953,NULL,21514,NULL,NULL,14017,NULL,0.700524048,0.33682266,0.329591837,0.397849462,PrivacySuppressed,9500,9500,9500,9500,105.469475,11030,9500,5237,3500,0.222120658,590,1094,17700,14300,3400,8700,23700,34900,16700,22000,PrivacySuppressed,1
Remington College-Tampa Campus,Tampa,FL,www.remingtoncollege.edu/tampa-technical-school-overview,0,0,19,1,3,2,27.9835,-82.386,0.806,0.589999974,0,189,1244,NULL,19573,NULL,19303,NULL,21034,NULL,24209,15995,15995,NULL,0.540395455,NULL,0.438846641,0.409254089,0.521653543,0.666666667,9500,9500,9500,9500,105.469475,14120,9500,4750,2750,0.578966498,705,2748,32000,28900,5100,15200,43200,59700,28400,36700,37500,1
Academy of Healing Arts Massage & Facial Skin Care,Lake Worth,FL,www.ahamassage.com,1,1,1,1,1,3,26.6311,-80.1131,NULL,0.689999998,0,98,170,NULL,11616,NULL,11616,NULL,NULL,NULL,NULL,NULL,NULL,9550,NULL,0.923538217,0.483870968,0.477419355,PrivacySuppressed,PrivacySuppressed,6500,6477,PrivacySuppressed,PrivacySuppressed,73.051489,9500,8452,4144,2511,0.362500012,49,160,22500,17900,4700,10200,32800,43500,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1
Lincoln College of Technology-West Palm Beach,West Palm Beach,FL,www.lincolntech.com,0,0,14,1,3,3,26.7582,-80.0948,NULL,0.479999989,0,738,836,NULL,20743,NULL,20180,NULL,21535,NULL,25044,14624,14624,NULL,0.535578846,NULL,0.390612133,0.340303479,0.484053863,PrivacySuppressed,8228,8356,8938,6855,105.5138832,16500,11172,4009,1702,0.620041728,246,958,33900,31400,6600,16200,46300,62000,30400,37300,38700,1
Paul Mitchell the School-Jacksonville,Jacksonville,FL,jacksonville.paulmitchell.edu,0,1,3,1,1,3,30.2589,-81.5273,NULL,0.649999976,0,166,38,NULL,15344,NULL,14943,NULL,15902,NULL,18478,NULL,NULL,12600,NULL,0.703511558,0.738738739,0.645348837,0.818181818,PrivacySuppressed,9833,9833,12500,PrivacySuppressed,144.315548,16500,13000,6500,4750,PrivacySuppressed,16,43,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1
North Florida Community College,Madison,FL,www.nfcc.edu,0,1,1,2,2,1,30.4739,-83.4219,NULL,0.629999995,0,898,1358,3372,NULL,3088,NULL,4573,NULL,NULL,NULL,3054,11400,NULL,NULL,0.436486188,PrivacySuppressed,PrivacySuppressed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.557275534,77,323,28100,27300,6700,14000,36900,48000,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1
University of North Florida,Jacksonville,FL,www.unf.edu,0,1,1,3,4,1,30.2709,-81.5079,0.5343,0.340000004,0,14006,10663,11528,NULL,7415,NULL,11117,NULL,16215,NULL,6353,20756,NULL,0.489176471,NULL,0.827050433,0.785899094,0.842105263,PrivacySuppressed,14000,14750,13754.5,13100,194.052732,31000,23990,7175,3750,0.774242401,369,2640,46200,41600,11700,27100,59000,82600,44600,47400,46900,1
Northwood University-Florida,West Palm Beach,FL,www.northwood.edu,0,0,3,3,4,2,26.7147,-80.1041,0.5102,0.469999999,0,609,969,NULL,14979,NULL,10278,NULL,15886,NULL,20297,22130,22130,NULL,0.379666541,NULL,0.785304659,0.711301045,0.797244094,PrivacySuppressed,18750,18750,18970,17500,260.6150727,40000,28500,9500,5250,0.75999999,226,1850,49500,44600,11700,26000,64100,91200,41500,48000,58000,1
Nova Southeastern University,Fort Lauderdale,FL,www.nova.edu,0,1,1,3,4,2,26.0793,-80.2425,0.5746,0.409999996,0,5053,4110,NULL,27998,NULL,25663,NULL,27600,NULL,31300,25430,25430,NULL,0.4109809,NULL,0.702920443,0.649463807,0.73340249,PrivacySuppressed,19482,20000,20176.5,16750,294.204325,43250,32740.5,8765,4250,0.813449025,279,1844,55800,46500,13300,31200,71300,112300,53700,55900,60100,1
Northwest Florida State College,Niceville,FL,www.nwfsc.edu/,0,1,1,2,3,1,30.5371,-86.4755,NULL,0.449999988,0,5549,6663,8362,NULL,8102,NULL,9425,NULL,NULL,NULL,3064,11373,NULL,0.420743542,NULL,0.6747851,0.629526462,0.707627119,PrivacySuppressed,3500,4000,3500,3500,52.6681252,10985,7000,2250,1750,0.579686224,330,1211,32500,29500,6400,16100,42800,62300,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1
Everest University-North Orlando,Orlando,FL,www.everest.edu/campus/north_orlando,0,1,3,1,4,3,28.6109,-81.3874,NULL,0.519999981,0,714,826,NULL,21330,NULL,21096,NULL,21796,NULL,26001,14436,14436,NULL,0.366249574,NULL,0.220157978,0.202081462,0.30701347,0.40433213,6755,6365,12667,10500,305.306375,29257,16726,3230,2642,0.505393922,804,3059,28200,25300,5000,13700,38100,53200,24800,32800,38700,1
Orlando Tech,Orlando,FL,www.orlandotech.ocps.net,0,1,1,1,1,1,28.5504,-81.3838,NULL,0.550000012,0,392,636,13450,NULL,13303,NULL,16974,NULL,NULL,NULL,NULL,NULL,3979,NULL,0.419335236,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.650349677,36,143,33200,31500,7600,18300,45600,58700,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1
Palm Beach Atlantic University,West Palm Beach,FL,www.pba.edu,0,1,1,3,4,2,26.7046,-80.0498,0.8412,0.319999993,0,2501,1964,NULL,22152,NULL,18666,NULL,20459,NULL,25979,25532,25532,NULL,0.484577435,NULL,0.782780411,0.674832962,0.819221968,PrivacySuppressed,16297,16250,18454,15000,277.55125,35125,27000,6500,3777,0.70097506,145,923,43300,38100,7400,21400,54800,81300,39400,43500,44300,1
Palm Beach State College,Lake Worth,FL,www.palmbeachstate.edu/,0,1,1,2,3,1,26.6132,-80.0871,NULL,0.50999999,0,26106,17326,2557,NULL,2029,NULL,3712,NULL,6390,NULL,2378,8612,NULL,0.352689963,NULL,0.565081839,0.502027027,0.624838292,0.729452055,5500,6388,5250,4500,83.265375,19000,10750,3000,1750,0.625533402,602,2812,34900,31500,7100,16800,46100,65000,33200,36500,45900,1
Pasco-Hernando Community College,New Port Richey,FL,www.phcc.edu,0,1,1,2,2,1,28.2751,-82.6467,NULL,0.50999999,0,8211,5165,6088,NULL,5461,NULL,6795,NULL,9930,NULL,3095,11792,NULL,NULL,0.343367116,0.544468547,0.494193548,0.586666667,0.708955224,6017,6979,5500,5424,92.13036193,18115,11382,3219,1957,0.576357841,447,1565,32300,29100,5300,14400,44900,62400,29400,37200,41200,1
Pensacola State College,Pensacola,FL,www.pensacolastate.edu,0,1,1,2,3,1,30.4808,-87.2006,NULL,0.519999981,0,9026,9985,7904,NULL,7428,NULL,8747,NULL,11092,NULL,2704,10875,NULL,0.311032562,NULL,0.693103448,0.648760331,0.764492754,PrivacySuppressed,3500,3500,3500,3500,49.959225,8438,5750,1750,1500,0.547155082,709,2566,31200,27500,6000,14800,42400,59600,28600,35500,38800,1
Pinellas Technical Education Center-Clearwater,Clearwater,FL,www.myptec.org,0,1,1,1,1,1,27.9119,-82.7191,NULL,0.460000008,0,1044,1417,11541,NULL,11372,NULL,14491,NULL,NULL,NULL,NULL,NULL,3942,NULL,0.168398947,NULL,NULL,NULL,NULL,PrivacySuppressed,NULL,NULL,NULL,NULL,5000,5000,2500,2500,0.501792133,123,279,28300,25100,4900,14000,42400,53100,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1
Polk State College,Winter Haven,FL,www.polk.edu,0,1,1,2,3,1,28.0308,-81.7129,NULL,0.529999971,0,9443,5611,9259,NULL,8910,NULL,10214,NULL,12698,NULL,3366,12272,NULL,0.306525926,NULL,0.790940767,0.722689076,PrivacySuppressed,PrivacySuppressed,5500,6250,5500,4812,99.91845,17750,10500,3250,1750,0.608290136,179,965,33700,31200,7500,17300,46200,63100,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1
Radford M Locklin Technical Center,Milton,FL,www.locklintech.com,0,1,1,1,1,1,30.6468,-87.1006,NULL,0.649999976,0,277,322,2752,NULL,2075,NULL,3968,NULL,NULL,NULL,NULL,NULL,3124,NULL,0.343570485,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.421052635,29,76,22800,20800,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1
Saint Vincent de Paul Regional Seminary,Boynton Beach,FL,www.svdp.edu,0,1,1,4,4,2,26.5158,-80.1257,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
Ridge Career Center,Winter Haven,FL,www.ridge.edu/,0,1,1,1,1,1,28.0766,-81.6545,NULL,0.660000026,0,717,156,16715,NULL,16715,NULL,NULL,NULL,NULL,NULL,3030,7530,NULL,NULL,0.891306052,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.358695656,47,92,22800,19500,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1
Ringling College of Art and Design,Sarasota,FL,www.ringling.edu,0,1,1,3,3,2,27.3596,-82.5486,0.7331,0.239999995,0,1253,958,NULL,45774,NULL,41234,NULL,45668,NULL,48080,38540,38540,NULL,0.65168427,NULL,0.792563601,0.705202312,PrivacySuppressed,PrivacySuppressed,27000,PrivacySuppressed,27000,22750,299.75535,37000,27000,12000,5500,0.638655484,65,357,43900,32800,6900,16500,56200,92400,35800,45100,46700,1
Toni & Guy Hairdressing Academy-Jacksonville,Jacksonville,FL,toniguy.com/academy/jacksonville_academy/default.aspx,0,1,1,1,1,3,30.3112,-81.6929,NULL,0.579999983,0,32,NULL,NULL,18663,NULL,18663,NULL,NULL,NULL,NULL,NULL,NULL,12600,NULL,0.625007143,0.571428571,PrivacySuppressed,PrivacySuppressed,NULL,9500,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,123.7323473,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.392857134,23,56,20500,17100,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1
Robert Morgan Educational Center,Miami,FL,rmec.dadeschools.net,0,1,1,1,1,1,25.5991,-80.3904,NULL,0.540000021,0,816,1075,7834,NULL,7834,NULL,10678,NULL,NULL,NULL,NULL,NULL,3491,NULL,0.6926,PrivacySuppressed,PrivacySuppressed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.520446122,102,269,28300,25900,5900,14800,38200,53900,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1
Rollins College,Winter Park,FL,www.rollins.edu,0,1,1,3,4,2,28.592,-81.3487,0.5889,0.25,0,2608,1422,NULL,29427,NULL,25224,NULL,26061,NULL,33087,41460,41460,NULL,0.693010819,NULL,0.831292517,0.761732852,0.858778626,PrivacySuppressed,23000,23145.5,25062.5,19921,299.75535,37967,29500,12000,5500,0.7734375,112,640,48500,42200,11200,26600,59300,91400,40500,46600,57300,1
First Coast Technical College,Saint Augustine,FL,fctc.edu/,0,1,1,1,1,1,29.9244,-81.3458,NULL,0.600000024,0,631,1634,9252,NULL,9304,NULL,10059,NULL,NULL,NULL,NULL,NULL,5425,NULL,0.777424031,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.422619045,62,168,23300,21700,2400,10500,32700,45300,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1
Saint Leo University,Saint Leo,FL,www.saintleo.edu,0,1,1,3,4,2,28.3368,-82.2573,0.7662,0.5,0,11993,8462,NULL,21193,NULL,18993,NULL,19433,NULL,24844,19920,19920,NULL,0.447117241,NULL,0.615217754,0.528246753,0.682392996,PrivacySuppressed,17500,15582,20084,18750,289.4082394,48041,31987,7125,3250,0.784306943,521,2893,48900,42600,11900,28300,63600,89400,40400,50700,59700,1
St Petersburg College,Clearwater,FL,www.spcollege.edu,0,1,1,2,3,1,27.901,-82.7174,NULL,0.460000008,0,27166,19900,8091,NULL,7413,NULL,9078,NULL,12297,NULL,3232,11477,NULL,0.298746397,NULL,0.52425545,0.474205845,0.596238938,0.647746244,11250,12500,10500,8241,197.9051433,40000,23750,5500,2937,0.6175704,958,3836,35500,32000,6400,16600,47800,66200,32800,38100,46600,1
Pinellas Technical Education Center-St Petersburg,Saint Petersburg,FL,myptec.org,0,1,1,1,1,1,27.7612,-82.6815,NULL,0.5,0,1128,1232,13263,NULL,13263,NULL,14699,NULL,NULL,NULL,NULL,NULL,3942,NULL,0.168253282,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.579710126,47,138,31000,29600,5500,14700,43100,55000,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1
Santa Fe College,Gainesville,FL,www.sfcollege.edu,0,1,1,2,3,1,29.6807,-82.434,NULL,0.419999987,0,13764,12464,9601,NULL,8927,NULL,10054,NULL,11604,NULL,2532,9157,NULL,0.467799195,NULL,0.538661807,0.474868358,0.589029536,0.686538462,8750,9313,8400,6500,138.0206856,27248,16500,4400,2451,0.653576016,676,3132,37900,33500,8300,19100,50700,70700,34900,39500,46600,1
Sarasota County Technical Institute,Sarasota,FL,www.scti.edu,0,1,1,1,1,1,27.2855,-82.5008,NULL,0.560000002,0,670,963,2967,NULL,2322,NULL,3850,NULL,NULL,NULL,NULL,NULL,5608,NULL,0.732171885,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.61038959,31,77,33100,29100,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1
Argosy University-Sarasota,Sarasota,FL,www.argosy.edu/sarasota/,0,0,28,3,4,3,27.3514,-82.4654,NULL,0.400000006,0,128,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13663,13663,NULL,NULL,NULL,0.370393247,0.299601711,0.486633439,PrivacySuppressed,9500,8732.5,9500,9500,159.0146622,30774,16641,4750,2167,0.722705305,158,1035,41800,38200,8900,23100,56100,75000,39700,42200,44600,1
Seminole State College of Florida,Sanford,FL,www.seminolestate.edu/,0,1,1,1,3,1,28.7448,-81.3056,NULL,0.439999998,0,16567,9042,8914,NULL,8049,NULL,10020,NULL,12776,NULL,3131,11456,NULL,0.351825806,NULL,0.530494329,0.486646884,0.588652482,0.611001965,7500,7500,8000,6500,123.7101432,23750,14286,4027,2250,0.626565278,463,2236,36400,32300,7200,18100,48400,68000,33700,38000,46000,1
Sheridan Technical Center,Hollywood,FL,www.SheridanTechnical.com,0,1,1,1,1,1,26.0317,-80.198,NULL,0.579999983,0,1244,1487,4237,NULL,4169,NULL,4879,NULL,NULL,NULL,NULL,NULL,4209,NULL,0.482725395,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.641791046,123,402,33200,31000,7800,17500,44500,60700,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1
Saint John Vianney College Seminary,Miami,FL,sjvcs.edu,0,1,1,3,4,2,25.7426,-80.3374,1,PrivacySuppressed,0,77,68,NULL,2035,NULL,2035,NULL,NULL,NULL,NULL,21100,21100,NULL,0.666658333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1
Saint Johns River State College,Palatka,FL,www.sjrstate.edu,0,1,1,2,3,1,29.6472,-81.6811,NULL,0.469999999,0,5173,4512,6757,NULL,6744,NULL,7270,NULL,NULL,NULL,2998,10668,NULL,0.385004,NULL,0.595220854,0.518678161,0.674846626,PrivacySuppressed,8981,9500,8000,5820,144.32665,27000,17046.5,4750,2574,0.580204785,224,879,34600,29500,7100,15900,47100,64300,30800,40200,39500,1
South Florida State College,Avon Park,FL,www.southflorida.edu,0,1,1,2,2,1,27.5696,-81.5084,NULL,0.569999993,0,2031,2199,5491,NULL,5068,NULL,6731,NULL,9895,NULL,3175,11869,NULL,0.453807426,NULL,0.707627119,0.619469027,PrivacySuppressed,PrivacySuppressed,3787,4334,3874,3500,66.35695285,10000,7125,2000,1400,0.573189497,174,649,31000,28300,4900,15800,41800,57600,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1
University of South Florida-Main Campus,Tampa,FL,www.usf.edu,0,1,3,3,4,1,28.0566,-82.4159,0.4524,0.370000005,0,30376,27384,10281,NULL,7019,NULL,9195,NULL,17467,NULL,6410,17324,NULL,0.597743539,NULL,0.789967064,0.754042873,0.803138024,0.85044738,16954,16958,17765,16000,219.0989568,37441,28082,7750,3750,0.772431552,990,7378,46200,41700,12200,26900,58300,81300,44300,46300,49000,1
St Thomas University,Miami Gardens,FL,www.stu.edu,0,1,1,3,4,2,25.9209,-80.2563,0.4567,0.439999998,0,1035,1221,NULL,18466,NULL,17676,NULL,19710,NULL,21769,26370,26370,NULL,0.351160171,NULL,0.702097902,0.668571429,0.709401709,PrivacySuppressed,16500,15178.5,18740,PrivacySuppressed,252.5438824,35831,26000,9500,4750,0.732258081,102,620,48200,42600,9200,23800,63900,90000,42100,48000,62500,1
Stenotype Institute of Jacksonville Inc-Jacksonville,Jacksonville,FL,www.stenotype.edu,0,1,1,1,1,3,30.2896,-81.6351,NULL,0.479999989,0,226,209,NULL,25137,NULL,24606,NULL,25844,NULL,NULL,16100,16100,NULL,NULL,0.11941194,0.462469734,0.429090909,0.520833333,0.547619048,28500,28500,29500,PrivacySuppressed,597.6400046,57000,45393,11875,4750,0.535825551,93,321,28500,27100,5800,13900,40400,52100,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1
